Name,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Jeffrey Franklin,18,Male,8th,6.4,4.4,60,5,0.5,7,1,3,0,0.6,42,10,2.4,1.2,0.4,Browsing,5,5.9,10.0
Christopher Juarez,16,Female,9th,3.3,7.2,74,4,1.3,2,7,4,1,1.0,111,6,2.7,1.8,1.6,Other,6,4.3,7.6
Michael Crane,19,Female,12th,5.7,8.0,96,1,0.9,3,4,2,1,1.5,65,20,3.3,2.7,1.9,Gaming,3,7.8,10.0
Michelle Scott,16,Other,10th,5.7,6.2,97,4,1.4,7,2,4,0,0.8,134,14,2.3,1.5,0.0,Social Media,5,5.2,10.0
Brianna Clark,13,Other,9th,1.8,4.1,98,2,1.3,9,6,9,1,0.5,49,6,2.6,1.9,0.8,Other,5,7.8,6.4
Michael Morris,17,Female,9th,0.2,5.4,60,5,1.5,6,3,2,1,2.4,102,17,1.7,1.2,0.1,Gaming,10,6.6,5.8
Alyssa Webb MD,16,Female,8th,2.7,6.9,55,9,0.7,6,8,6,1,2.1,139,13,1.6,2.9,0.9,Education,8,7.6,9.1
Holly Williams,17,Male,9th,4.3,6.7,93,6,0.4,7,9,6,0,0.8,33,13,2.5,0.0,1.8,Social Media,8,4.0,6.7
Audrey Hall,16,Other,7th,4.5,6.5,85,6,0.8,10,8,10,0,0.5,22,18,4.3,2.0,1.0,Education,8,5.7,10.0
Barbara Hancock,18,Male,8th,4.6,5.6,91,6,1.6,3,7,9,0,0.7,128,14,2.9,0.9,1.6,Social Media,3,3.0,10.0
Luke Klein,16,Other,12th,7.5,5.9,84,6,1.5,7,9,6,0,1.6,76,13,2.1,2.1,0.8,Browsing,8,11.5,10.0
Christopher Newman,16,Other,12th,5.3,6.1,98,2,1.7,9,4,2,1,1.1,51,7,3.2,0.0,0.9,Other,1,6.1,7.9
Eric Bryant,15,Other,12th,4.9,4.8,73,3,1.8,5,3,2,0,1.1,105,14,1.0,0.0,1.0,Education,8,4.2,8.4
Kendra Everett,15,Male,9th,5.4,6.9,57,10,0.6,9,3,9,0,1.2,45,5,0.2,1.2,1.2,Education,3,5.9,5.3
Jasmine Lin,14,Other,9th,0.5,6.2,57,7,1.0,6,6,1,0,0.9,73,7,4.0,2.3,1.2,Education,8,5.7,6.6
David Castaneda,17,Other,9th,7.6,6.0,100,3,1.4,4,4,6,1,1.0,105,9,3.9,0.3,1.3,Gaming,8,9.4,10.0
Teresa Nelson,19,Male,7th,7.6,3.0,69,10,0.4,5,7,8,0,0.5,66,7,2.1,3.1,2.0,Social Media,5,5.8,10.0
Ronald Davis,19,Female,10th,2.5,5.6,87,9,0.7,8,5,3,0,1.6,90,12,3.4,1.4,1.2,Browsing,2,6.9,8.7
Brandon Green,19,Female,7th,5.5,6.4,93,10,0.3,8,10,7,1,1.5,57,9,3.0,0.8,0.3,Education,4,9.9,9.0
Megan Bowman,16,Female,12th,2.7,4.6,51,6,0.6,4,7,8,0,1.3,100,12,3.8,1.0,2.6,Education,6,4.3,9.6
Melissa Castro,19,Male,10th,7.0,5.4,96,0,0.5,5,9,9,0,1.2,100,18,2.8,1.8,0.4,Other,9,3.4,10.0
Alex Valdez,16,Female,9th,5.3,5.0,83,0,1.0,7,3,7,1,1.0,22,10,2.6,2.7,1.7,Education,9,1.7,10.0
Fernando Alexander,15,Female,9th,4.7,5.3,94,1,1.5,9,6,4,0,0.5,104,12,2.5,1.9,0.9,Social Media,4,4.5,10.0
Alexandra Lin,19,Other,9th,5.4,4.9,68,10,1.2,1,2,6,1,0.6,127,12,3.4,1.1,2.4,Other,3,3.3,10.0
Amber Payne,17,Other,10th,8.5,5.2,63,6,1.0,9,10,9,1,1.1,59,17,2.3,2.7,3.0,Social Media,9,9.0,10.0
Kimberly English,17,Other,8th,6.2,4.4,56,4,0.9,1,5,6,1,1.5,46,14,2.2,1.2,0.0,Browsing,5,2.9,10.0
Sharon Schwartz,16,Female,11th,2.7,5.1,82,9,0.4,3,5,6,0,0.5,67,17,3.5,0.9,1.0,Education,2,1.8,9.3
Jeffrey Mendoza,17,Male,11th,3.5,5.1,77,6,1.7,1,1,2,1,1.2,91,9,2.0,0.9,1.1,Other,2,7.7,7.5
Devin Hansen,18,Female,8th,3.5,7.2,94,0,0.5,1,6,7,0,2.0,84,11,2.7,2.9,0.8,Gaming,10,5.2,9.4
Brandy Miller,14,Male,7th,6.6,5.0,84,4,1.0,2,6,8,1,0.4,63,16,1.7,0.0,1.1,Gaming,5,6.7,10.0
Adam Turner,16,Other,11th,6.1,7.5,71,10,0.6,7,10,4,0,1.5,39,20,1.8,1.9,2.6,Education,9,5.8,10.0
Kathleen Price,17,Other,10th,3.3,5.6,59,6,0.6,7,4,10,1,1.2,140,5,2.6,1.7,0.2,Education,9,1.8,8.6
Bryan Horton,13,Male,10th,6.3,7.2,81,7,0.0,3,4,3,0,1.9,77,15,2.5,0.4,1.8,Social Media,7,5.0,10.0
Tina White,14,Male,11th,6.5,7.9,93,10,1.7,9,4,1,1,0.6,113,8,4.3,2.5,0.7,Browsing,10,7.1,10.0
Corey Howell,19,Other,8th,4.6,8.4,84,4,1.8,3,4,1,0,0.5,51,18,4.4,2.2,0.7,Other,9,6.8,10.0
Matthew Gutierrez,13,Other,11th,1.6,6.0,75,9,1.0,8,4,4,0,0.3,62,17,1.7,1.2,0.9,Education,10,4.1,6.1
Jennifer Gomez,18,Male,8th,8.1,7.7,71,5,0.1,9,3,5,1,1.4,143,6,2.8,0.7,0.0,Other,9,6.4,10.0
Amy Ponce,16,Female,11th,4.7,5.8,51,8,1.3,2,9,7,1,0.3,60,10,4.1,1.2,1.3,Browsing,6,5.0,10.0
Kimberly Mcdowell,15,Other,9th,8.8,7.1,59,10,0.2,10,4,2,1,1.1,141,14,0.9,0.5,1.2,Browsing,8,5.5,10.0
Caitlin Cook,17,Female,9th,8.9,7.0,93,9,1.4,9,8,3,0,0.0,70,5,1.8,1.8,0.5,Browsing,9,4.4,10.0
Kyle Mercado,17,Male,12th,3.0,3.5,83,1,1.9,1,4,3,1,0.6,35,17,2.3,3.3,1.0,Social Media,1,9.6,10.0
Daniel Carlson,13,Male,12th,4.5,7.8,74,4,0.6,7,9,3,0,1.3,104,15,0.8,0.0,0.9,Browsing,4,4.1,6.5
Kathryn Cox,17,Female,8th,5.4,7.5,57,10,0.0,4,2,2,1,0.4,80,20,2.5,0.4,1.6,Other,1,5.1,10.0
Brandon Soto,15,Other,11th,6.3,3.0,74,10,0.7,6,2,4,1,0.7,95,8,2.5,0.9,0.2,Education,2,3.1,10.0
Scott Thompson,16,Female,10th,5.9,5.8,71,2,2.0,6,7,1,1,1.5,76,18,1.4,1.6,2.0,Other,4,7.7,10.0
Michael Hopkins,18,Female,9th,10.6,9.1,93,8,2.8,10,6,8,1,1.4,36,7,3.7,1.2,2.5,Other,8,6.3,10.0
Wyatt Mills,15,Female,12th,4.3,6.3,87,6,1.8,3,9,3,1,1.1,129,20,1.2,1.5,1.3,Gaming,7,6.1,10.0
Daniel King,16,Female,8th,7.9,6.5,61,9,2.1,1,3,7,1,1.1,49,5,2.6,1.5,2.3,Other,5,5.7,10.0
Abigail Mitchell,16,Male,8th,2.8,5.9,57,2,1.0,6,6,1,0,1.0,81,16,1.7,1.7,1.0,Browsing,2,8.0,8.1
Russell Pittman,13,Male,9th,3.8,6.7,60,4,2.8,4,4,3,1,1.1,24,19,1.3,1.8,0.4,Other,5,7.7,7.8
Stephanie Simpson,13,Other,7th,5.6,9.4,83,7,0.3,9,9,8,0,1.2,77,19,1.4,2.5,0.9,Browsing,8,4.3,10.0
Bianca Williams,19,Female,8th,9.7,5.8,76,0,2.6,2,7,9,1,1.5,100,12,1.7,0.4,0.6,Gaming,7,7.6,10.0
Joshua Obrien,18,Male,11th,4.3,8.0,74,9,1.4,8,3,4,0,1.3,22,16,2.6,2.4,1.9,Browsing,1,5.1,8.9
Justin Clark,16,Male,7th,5.0,3.3,98,8,1.5,5,6,7,1,0.0,48,18,3.0,2.2,2.5,Social Media,7,5.2,10.0
Ryan Fletcher,17,Female,9th,4.8,10.0,57,0,0.4,10,4,7,1,0.2,92,7,2.1,1.3,0.5,Other,7,1.5,6.4
Matthew Floyd,13,Male,7th,4.2,7.0,62,6,0.4,8,3,8,0,0.9,68,14,1.8,1.9,1.3,Other,6,4.3,8.6
Kelly Vasquez,16,Male,11th,8.4,7.7,99,5,0.4,6,5,4,1,0.3,143,6,2.7,0.8,0.9,Gaming,1,8.1,10.0
Amanda Jacobs,19,Other,10th,6.2,7.9,79,5,2.6,1,4,2,0,0.7,71,17,0.9,0.6,0.2,Gaming,10,8.1,8.6
Angela Parrish,16,Female,8th,4.8,5.4,82,2,1.3,5,8,2,0,0.9,39,14,1.4,1.6,0.5,Gaming,7,7.9,8.7
Lauren Flynn,17,Female,8th,8.0,7.7,75,1,1.0,4,6,4,0,0.2,107,11,2.7,1.3,1.6,Social Media,3,5.3,10.0
Tara Stevens,13,Female,12th,6.7,3.5,74,10,0.0,2,7,3,1,0.6,70,11,0.4,1.0,0.2,Social Media,7,7.1,10.0
Joseph Sellers,19,Other,8th,7.2,4.4,52,5,0.1,6,2,9,0,0.5,50,13,1.5,0.3,0.0,Browsing,5,6.4,10.0
Daniel Mullen,17,Female,11th,6.0,5.6,89,5,0.9,1,7,8,0,1.6,112,19,2.7,1.8,1.1,Social Media,7,4.7,10.0
Edward Bradley,17,Other,9th,7.4,4.6,86,6,0.0,8,3,9,1,1.6,90,20,2.3,1.3,0.0,Social Media,2,7.0,10.0
James Mcconnell,15,Female,9th,7.5,8.5,82,7,1.2,3,9,8,0,2.2,45,15,2.2,0.7,1.1,Gaming,3,6.2,10.0
Emma Hendrix,16,Male,7th,7.0,6.8,77,9,0.0,10,6,9,0,0.6,140,10,3.4,1.4,1.1,Social Media,6,5.1,10.0
Spencer Cook,15,Female,10th,5.8,7.3,77,10,0.4,10,3,7,1,1.2,74,8,2.0,1.5,2.1,Education,8,5.9,8.7
Robert Ramirez,13,Female,7th,3.9,8.0,57,9,0.4,1,5,6,0,2.1,92,10,2.4,0.0,0.7,Other,1,7.3,6.1
Linda Cooley,17,Other,11th,5.3,6.2,91,6,1.3,6,10,7,0,0.8,143,16,1.7,0.2,0.7,Social Media,2,7.3,10.0
Anne Gonzales,14,Male,9th,3.0,5.6,77,1,0.4,7,7,6,0,1.4,27,17,4.0,0.9,0.9,Education,1,5.3,9.0
Travis Ellis,18,Male,11th,4.2,6.2,58,4,0.8,6,5,10,1,0.3,90,14,0.6,0.9,0.9,Browsing,2,7.0,7.2
Nicole Reynolds,17,Male,11th,7.8,6.6,85,8,2.3,1,4,3,0,1.7,148,16,3.1,3.0,1.8,Other,2,6.9,10.0
Ivan Martinez,18,Other,12th,5.0,6.6,82,1,1.3,7,5,5,0,0.4,25,14,0.5,1.0,0.0,Other,1,4.8,6.5
Tara Carter,19,Male,9th,6.4,5.1,89,10,1.0,4,8,1,0,1.5,139,6,2.9,3.2,1.0,Gaming,5,5.3,10.0
Alicia Hill,16,Other,9th,4.7,3.0,83,10,0.9,8,2,9,0,1.0,102,5,2.1,1.2,1.4,Social Media,10,6.8,9.5
Victoria Morgan,18,Female,12th,6.1,5.3,94,3,1.5,1,7,9,1,1.2,100,13,3.6,0.8,0.5,Education,6,7.8,10.0
Joseph Sweeney,13,Other,11th,5.0,5.4,71,7,0.0,10,5,9,0,1.1,83,20,4.1,1.5,0.3,Social Media,2,4.6,10.0
Maria Mendez,14,Female,11th,3.4,8.4,72,10,1.5,6,10,1,0,1.0,32,15,2.6,1.4,2.2,Education,10,2.8,6.8
Ruben Adams,18,Female,7th,2.0,7.1,59,2,1.3,9,9,7,0,0.9,128,6,2.7,0.8,2.0,Other,7,9.7,5.7
Robert Morrow,19,Female,11th,6.6,6.9,83,8,0.0,4,8,3,1,1.2,40,10,3.4,1.8,1.4,Browsing,8,1.6,10.0
Jeffrey Dunn,19,Male,12th,2.0,7.9,99,5,1.7,10,8,2,1,1.4,103,8,3.2,0.0,2.1,Browsing,8,7.4,4.9
Shane Jefferson,15,Male,12th,3.5,6.5,100,9,2.0,8,4,5,1,0.9,150,12,0.2,2.3,1.6,Gaming,7,2.7,8.1
Christine Webb,14,Male,8th,8.0,4.8,74,0,1.9,6,4,4,1,0.8,80,19,3.7,1.8,2.1,Gaming,6,1.5,10.0
Christopher Walker,14,Other,11th,7.5,6.2,65,5,0.9,1,9,5,0,0.5,77,20,1.8,0.6,0.2,Browsing,8,4.9,10.0
William Lee MD,19,Female,7th,5.0,7.6,77,1,0.3,6,9,2,1,1.4,106,18,3.8,2.1,0.8,Other,8,4.2,10.0
Robin Smith,19,Female,8th,1.6,4.8,83,7,1.4,10,6,10,0,0.7,20,7,3.3,1.1,0.7,Browsing,8,6.1,5.4
Anthony Young,18,Male,7th,8.2,5.1,79,8,2.8,9,3,3,1,0.8,90,19,3.1,1.3,2.3,Other,7,6.3,10.0
Michael Williams,17,Male,11th,4.0,3.3,69,3,1.7,3,3,8,1,1.0,142,9,3.0,0.2,1.7,Gaming,6,10.8,10.0
Aaron Thomas,17,Female,8th,3.5,10.0,50,5,0.0,7,10,7,0,1.0,50,11,1.9,0.8,0.6,Education,7,4.3,4.4
Michele Galvan,14,Male,7th,2.6,7.0,94,3,2.2,4,4,5,0,0.9,150,5,1.9,2.5,0.4,Gaming,10,8.3,7.5
Christina Wilson,13,Male,7th,7.6,7.8,93,4,0.0,7,2,7,0,1.2,67,19,3.2,2.6,1.2,Other,2,6.8,10.0
Sandra Bolton,15,Male,9th,7.1,9.6,92,10,0.6,3,10,10,1,0.7,33,5,1.0,1.2,1.3,Social Media,6,6.6,6.2
Patrick Li,14,Female,10th,6.8,5.8,77,5,1.2,5,7,8,0,1.8,21,5,1.4,1.1,0.0,Social Media,2,9.7,7.8
Colleen Norris,15,Female,12th,3.7,5.5,57,8,0.0,2,9,3,0,1.0,33,17,3.0,0.2,0.7,Gaming,7,3.6,8.2
Valerie Munoz,15,Male,12th,5.2,5.2,68,9,1.3,5,1,3,1,0.7,20,13,2.4,1.4,0.5,Education,2,5.8,9.4
Steven Atkinson,14,Female,9th,6.2,6.2,80,3,0.9,4,9,10,1,0.2,35,10,2.4,1.4,1.1,Browsing,7,4.2,9.6
Marissa Smith,14,Male,12th,3.4,7.1,54,3,0.9,10,9,5,1,1.5,102,15,2.5,0.9,1.5,Gaming,10,8.2,8.3
Jeffrey Coleman,18,Male,10th,3.2,5.4,78,3,1.4,4,10,9,0,0.4,145,17,2.4,1.1,0.5,Social Media,7,4.6,10.0
Courtney Mcclure,14,Male,8th,3.3,4.9,93,0,0.6,3,4,8,1,1.5,34,16,2.0,0.0,1.4,Gaming,1,2.4,6.7
John Fitzgerald,13,Other,7th,4.0,4.4,58,10,1.0,9,6,1,0,0.8,92,14,2.0,2.8,1.2,Social Media,9,5.9,10.0
Matthew Schneider,18,Other,10th,4.0,8.8,71,8,0.7,10,5,4,0,1.0,120,16,1.7,3.7,0.9,Other,3,5.6,10.0
Bailey White,16,Other,7th,4.3,7.0,55,4,2.0,6,1,7,1,0.8,142,13,2.3,1.5,0.0,Social Media,6,8.2,10.0
Neil Knight,16,Female,8th,3.8,6.0,76,6,0.9,6,2,8,1,0.8,123,14,3.3,1.6,0.9,Other,10,8.2,10.0
Rebecca Short,15,Male,10th,2.6,6.7,59,1,1.0,2,8,1,0,1.5,50,19,1.2,2.7,2.0,Gaming,8,6.4,8.0
Mary Barrett,16,Female,10th,6.3,5.9,88,1,0.0,9,10,9,0,0.5,141,11,3.5,1.1,0.0,Browsing,2,6.7,10.0
Nicholas Ford,19,Female,11th,3.3,5.0,92,10,0.0,6,6,10,0,1.7,35,18,5.0,2.8,0.5,Gaming,6,7.1,10.0
Brandi Harrison,16,Female,11th,5.9,5.0,88,10,0.0,1,3,5,0,0.8,112,15,1.8,1.8,2.0,Browsing,5,1.8,10.0
Taylor Sanchez,16,Other,8th,2.9,3.3,56,2,1.1,2,7,2,0,1.5,89,11,2.5,0.0,0.6,Browsing,5,6.2,7.7
Robert Berry,18,Other,11th,5.5,7.5,97,7,2.1,8,8,10,1,1.2,118,17,3.4,1.9,0.4,Gaming,8,6.0,10.0
Michele Romero,18,Female,11th,4.7,7.2,69,4,1.2,8,4,4,0,0.8,53,11,3.0,2.2,0.7,Browsing,1,6.2,9.6
Susan Hernandez,18,Female,9th,8.6,8.1,72,7,0.6,5,2,3,0,1.5,101,19,2.0,2.1,2.1,Social Media,5,2.9,10.0
Diana Herrera,17,Female,7th,5.0,4.3,66,9,1.0,4,7,2,0,0.5,28,15,5.0,2.4,0.8,Browsing,7,6.9,10.0
Kimberly Adams,13,Female,10th,7.0,5.7,57,3,0.9,2,4,10,1,1.1,57,12,4.8,1.2,1.0,Education,7,5.4,10.0
Steven Horne,16,Male,7th,3.4,5.5,61,1,1.0,2,8,9,1,1.3,27,12,1.8,0.6,1.4,Other,10,5.5,6.0
Shawn Moreno,19,Male,10th,2.7,7.3,82,8,1.5,10,1,2,0,1.3,131,10,2.2,0.9,1.7,Browsing,5,6.7,6.8
Claudia Kelly,17,Male,12th,4.6,8.9,93,6,1.3,5,7,7,0,1.0,44,8,1.0,0.8,0.3,Other,4,6.2,4.4
Jason Shaw,19,Female,12th,4.2,7.5,87,5,0.3,9,1,8,0,0.9,75,8,1.5,3.8,1.6,Other,1,8.3,8.9
Pedro Diaz,17,Other,10th,4.0,7.1,98,6,1.9,6,1,8,1,0.3,79,16,1.8,3.4,1.0,Education,5,4.9,10.0
Xavier Ruiz,13,Female,7th,5.3,4.4,68,10,0.2,2,7,6,0,0.4,136,9,2.7,1.9,1.0,Gaming,4,10.1,10.0
Mark Ellis,18,Other,12th,3.3,6.7,69,2,0.5,6,4,7,0,1.6,20,10,1.0,0.0,0.2,Education,8,5.4,3.3
Mrs. Jillian Pennington MD,17,Female,9th,3.4,6.2,79,10,1.0,10,5,2,0,0.9,109,11,4.3,2.3,2.3,Gaming,7,6.2,10.0
Joel Simmons,18,Female,12th,3.7,6.5,99,1,0.3,5,3,9,1,0.5,93,6,1.0,3.3,1.3,Other,3,2.8,7.8
Michelle Williams,18,Female,11th,5.2,6.3,76,10,0.8,10,10,5,0,1.0,125,20,3.0,0.0,0.7,Social Media,3,2.8,10.0
Bill Lopez,17,Female,8th,8.2,7.6,62,10,1.5,2,6,2,0,0.8,61,10,2.2,0.0,1.2,Social Media,3,7.7,9.8
David Williams,13,Other,10th,6.2,6.1,67,8,0.2,10,10,3,1,0.8,95,11,2.6,1.9,0.7,Social Media,3,4.2,10.0
Kimberly Vazquez,16,Female,10th,7.0,7.4,93,7,2.0,7,4,8,1,1.3,94,19,3.1,1.6,1.3,Social Media,2,3.5,10.0
Kim Christian,13,Male,7th,3.7,5.3,79,3,1.2,8,3,4,1,1.4,96,7,2.5,1.6,2.2,Browsing,7,5.3,8.5
Michelle Krueger,15,Other,12th,8.2,5.1,76,4,1.1,6,1,4,1,0.9,29,12,2.3,1.4,1.5,Gaming,3,7.5,10.0
Jessica Herrera,15,Female,9th,7.5,8.4,95,10,0.0,8,4,5,1,1.9,56,7,1.8,2.3,1.2,Browsing,8,5.0,9.9
John Kim,16,Male,8th,2.5,6.7,81,1,1.6,7,1,8,1,0.6,85,6,1.2,2.1,0.7,Other,5,7.4,5.4
Marcus Walker,16,Other,11th,6.0,6.7,80,7,1.1,7,1,10,0,1.7,133,7,2.9,2.2,0.0,Education,8,5.4,10.0
Rhonda Hurley,19,Female,7th,4.8,4.8,59,0,0.8,7,1,5,0,0.5,55,13,2.0,1.2,1.5,Other,7,3.3,9.3
Michele Green,16,Female,8th,4.5,8.7,57,9,0.3,9,8,1,0,0.4,147,10,1.0,0.9,0.3,Other,5,2.8,7.0
Brandon Sanchez,18,Male,9th,6.2,6.9,67,2,0.3,8,9,2,1,1.1,122,16,2.3,1.4,1.9,Education,6,4.7,10.0
Latoya Thomas,18,Other,9th,7.8,5.4,91,8,0.9,9,6,4,0,1.0,147,11,2.8,1.3,0.9,Browsing,10,2.4,10.0
Renee Lee,16,Male,8th,6.5,6.0,85,0,0.1,8,4,9,0,0.3,108,18,1.4,0.7,0.0,Gaming,6,5.3,10.0
Nicole Shaw,17,Other,8th,4.1,10.0,56,2,0.5,6,2,1,1,0.8,128,6,1.0,1.6,0.0,Browsing,10,8.9,5.5
Kelly Kelly,15,Female,9th,4.0,6.5,87,8,0.2,2,10,9,1,1.7,59,6,4.1,0.4,0.3,Social Media,1,5.3,7.6
Timothy White,17,Other,10th,3.8,7.0,96,4,1.4,5,7,7,1,0.4,128,17,2.4,0.0,0.4,Social Media,3,5.0,8.7
Robert Booth,13,Other,12th,5.3,5.7,76,0,0.8,9,3,9,1,0.2,71,19,1.5,2.0,0.3,Education,9,6.8,10.0
Kevin Welch,18,Male,7th,2.4,7.2,85,7,0.0,9,6,8,1,0.4,40,18,3.3,1.9,0.0,Gaming,4,4.4,8.4
Rachel Garrett,16,Male,12th,3.3,5.7,83,10,0.8,7,5,8,1,1.6,120,7,2.8,2.9,2.2,Gaming,10,8.1,10.0
Jennifer Spencer,16,Other,12th,6.8,8.5,69,3,0.6,1,3,3,0,1.7,50,7,3.7,3.0,0.3,Other,1,5.3,10.0
Ricardo Maynard,14,Male,11th,6.2,5.8,53,2,0.0,3,6,5,0,1.7,109,19,2.1,1.9,1.1,Other,5,4.3,10.0
Victoria Cisneros,14,Female,10th,3.9,5.3,63,10,1.3,8,2,7,1,1.6,141,19,1.3,2.4,0.3,Other,8,3.0,10.0
Anthony Sutton,16,Female,8th,3.7,6.7,53,6,1.9,10,8,7,0,1.7,26,9,2.3,0.0,0.0,Education,7,8.2,5.0
Jonathan Nash,15,Male,9th,4.5,5.3,62,7,0.0,4,1,9,0,0.6,44,17,1.6,1.7,1.0,Gaming,7,7.7,9.4
Nicholas Pena,15,Female,11th,7.3,4.4,62,0,0.3,10,7,9,0,1.6,62,14,4.4,2.5,1.0,Other,8,9.1,10.0
Thomas Huber,17,Male,10th,6.9,8.3,83,6,2.4,3,1,1,1,0.7,107,16,1.4,1.4,1.4,Education,1,8.6,10.0
Brandon Anthony,16,Male,10th,6.9,8.1,76,10,1.0,1,5,2,0,0.4,67,20,0.9,1.8,0.5,Browsing,10,6.5,10.0
Daniel Reese,17,Other,10th,6.8,5.4,75,3,1.0,9,9,6,0,0.8,25,20,1.7,0.3,1.6,Other,10,4.1,10.0
Rose Gordon,17,Male,11th,4.7,6.9,78,9,1.3,9,2,3,0,1.2,91,6,2.6,0.9,1.3,Education,8,4.6,7.8
Christina Williams,18,Female,12th,4.3,3.8,93,6,0.6,1,7,5,1,0.6,89,9,2.0,1.0,0.7,Social Media,5,4.7,9.0
Taylor Hernandez,15,Male,9th,2.2,3.8,94,6,1.2,8,9,6,1,1.4,100,16,3.5,3.3,1.2,Other,4,6.3,10.0
Benjamin Taylor,19,Female,11th,4.3,5.4,56,10,1.6,9,2,10,1,0.9,144,8,3.3,2.0,0.2,Education,4,7.7,10.0
Megan Burke,13,Male,8th,4.0,6.7,89,9,0.6,5,8,7,0,1.6,26,20,2.9,1.1,1.4,Gaming,5,6.0,9.2
Robert Hays,14,Other,9th,9.2,8.3,96,2,1.3,10,3,9,1,2.0,95,14,1.6,1.0,1.9,Education,4,4.2,10.0
Alexandra Brown,19,Male,12th,6.7,5.8,95,6,0.0,4,8,10,1,0.9,53,11,2.4,1.4,1.7,Education,8,2.6,10.0
Chloe Moore,16,Other,7th,5.3,8.5,99,5,0.5,5,3,9,0,0.7,85,15,2.6,0.7,1.1,Browsing,5,2.0,9.0
Christopher Hamilton,19,Female,10th,2.9,8.1,82,0,1.2,1,2,7,1,1.4,129,5,2.1,2.3,0.8,Browsing,10,7.0,6.8
Robert Pham,19,Male,10th,5.1,9.9,84,9,1.2,4,4,10,1,0.5,66,7,3.0,1.2,1.2,Other,7,6.9,7.1
William Watkins,15,Female,10th,3.2,8.8,79,6,0.8,6,6,10,1,1.3,75,12,2.1,1.7,1.4,Other,9,5.7,6.5
Vanessa Knapp,18,Male,11th,6.1,7.4,73,6,0.1,2,7,7,0,1.5,59,5,2.6,2.0,1.1,Social Media,10,5.3,9.2
Edgar Smith,13,Other,11th,3.4,5.4,92,4,2.2,6,1,7,0,0.7,25,16,2.3,0.8,1.1,Social Media,7,7.4,7.5
Christopher Blevins,13,Male,9th,5.7,5.8,95,8,1.1,1,3,8,1,1.4,64,19,2.5,1.4,1.2,Education,6,9.7,10.0
Katherine Williams,15,Female,8th,3.1,9.2,75,8,1.2,2,10,2,1,1.3,41,19,3.5,1.1,0.2,Social Media,8,7.5,7.7
Michelle Neal,17,Female,10th,2.6,6.9,86,2,1.6,4,7,5,1,0.8,44,9,2.2,2.2,2.9,Other,10,5.1,6.2
Lisa Cardenas,13,Other,10th,4.3,6.4,73,10,1.7,5,7,3,0,0.7,73,9,1.0,1.0,1.2,Gaming,4,3.3,6.4
Tiffany Briggs,18,Other,11th,6.7,6.6,95,0,1.2,8,2,6,0,0.7,93,15,3.8,0.3,1.7,Browsing,2,4.1,10.0
Christina Gallegos,17,Female,12th,8.6,6.0,56,0,2.1,7,10,9,0,1.3,114,17,2.1,0.1,0.9,Education,10,5.4,10.0
Lisa Adams,14,Female,11th,3.2,7.3,74,1,0.2,6,8,7,1,1.4,106,11,1.8,0.3,1.4,Social Media,9,5.3,6.0
Aaron Anderson,19,Female,8th,7.1,8.7,100,1,0.7,8,7,5,0,1.0,82,14,2.9,1.6,1.1,Education,7,5.8,10.0
Martin Clark,14,Other,8th,6.8,7.5,84,1,2.7,7,8,10,0,1.7,116,9,1.3,1.2,1.3,Education,4,7.7,9.7
Peter Nguyen,13,Other,9th,8.8,6.8,83,9,0.3,2,2,1,1,1.4,149,5,3.0,1.0,2.0,Social Media,10,6.3,10.0
Joshua Williams,16,Female,10th,5.0,6.6,50,2,0.9,9,3,5,0,1.1,69,16,3.6,1.7,2.2,Other,7,4.8,10.0
Terri Walter,17,Male,7th,5.5,6.8,51,4,1.8,10,1,8,1,1.1,96,13,3.3,4.0,0.0,Other,9,6.5,10.0
Richard Wilson,18,Female,7th,4.6,6.6,99,3,1.7,5,4,7,1,0.9,43,5,3.2,0.5,2.5,Browsing,10,2.5,6.9
Amy Phillips,15,Male,12th,4.8,7.5,68,9,0.0,4,2,2,1,0.7,102,11,2.7,1.1,1.2,Browsing,1,5.9,9.1
Drew Mitchell,16,Female,9th,4.3,7.1,63,3,1.5,6,5,10,1,0.9,65,5,0.6,3.1,0.8,Other,7,2.4,6.7
Shane Davis,15,Female,8th,6.4,6.3,89,1,2.6,5,9,9,0,0.2,31,12,3.7,0.7,1.3,Other,7,4.4,10.0
Denise Lin MD,17,Male,11th,2.2,4.9,62,9,0.1,3,4,7,1,1.4,127,8,3.1,1.5,2.4,Browsing,4,6.1,8.5
Steven Andrade,14,Other,9th,6.9,7.4,50,5,0.9,5,3,4,0,0.7,58,20,0.9,1.3,1.2,Social Media,3,6.9,10.0
Angela Brown,19,Female,7th,3.8,6.5,91,4,1.6,7,2,8,0,1.9,134,11,4.3,1.2,1.0,Gaming,8,7.5,10.0
Daniel Sherman,18,Male,12th,4.1,7.5,93,9,0.9,3,5,6,0,0.4,25,9,2.7,1.6,1.4,Browsing,6,4.5,7.0
Makayla Smith,13,Other,7th,5.1,7.9,51,0,0.5,1,5,4,1,1.7,115,5,2.9,1.2,0.7,Other,5,7.9,8.5
